llm_name,taxonomy_id,category
Zahnpasta All-in-one,zahnpasta,koerperpflege
Zahnpasta Anti-Zahnstein,zahnpasta,koerperpflege
Zahnpasta Black,whitening-zahnpasta,koerperpflege
Zahnpasta Fluorid,zahnpasta,koerperpflege
Zahnpasta Kariesschutz,zahnpasta,koerperpflege
Zahnpasta Kinder,kinderzahnpasta,koerperpflege
Zahnpasta Kinder fluoridfrei,kinderzahnpasta,koerperpflege
Zahnpasta Kokos Minze,zahnpasta,koerperpflege
Zahnpasta Kokosöl,zahnpasta,koerperpflege
Zahnpasta Kräuter,zahnpasta,koerperpflege
Zahnpasta Kräuter fluoridfrei,zahnpasta,koerperpflege
Zahnpasta Minze,zahnpasta,koerperpflege
Zahnpasta Salbei,zahnpasta,koerperpflege
Zahnpasta Weiss,whitening-zahnpasta,koerperpflege
Zahnpasta Weiß,whitening-zahnpasta,koerperpflege
Zahnpasta Whitening,whitening-zahnpasta,koerperpflege
Zahnpasta Zahnfleisch,sensitiv-zahnpasta,koerperpflege
Zahnpasta Zahnfleischpflege,sensitiv-zahnpasta,koerperpflege
Zahnpasta Zahnfleischschutz,sensitiv-zahnpasta,koerperpflege
Zahnpasta Zahnschmelz,sensitiv-zahnpasta,koerperpflege
Anti-Scheuer-Stick,koerperpflege-creme,koerperpflege
Pflegeserie Herren,koerperpflege-creme,koerperpflege
Pflegeset,koerperpflege-creme,koerperpflege
Pflegeset Männer,koerperpflege-creme,koerperpflege
Propolis-Lutschbonbon,zahnpflege,koerperpflege
Salbe Teufelskralle,koerperpflege-creme,koerperpflege
Scheuermilch,hygiene-desinfektion,koerperpflege
Schlafmittel,koerperpflege-creme,koerperpflege
Schmerzsalbe,koerperpflege-creme,koerperpflege
Sirup Holunderblüte Limette,koerperpflege-creme,koerperpflege
Spülmaschinen-Tabs All-in-1,hygiene-desinfektion,koerperpflege
Spülmaschinentabs,hygiene-desinfektion,koerperpflege
Spülmittel,hygiene-desinfektion,koerperpflege
Spülmittel Aloe Vera,hygiene-desinfektion,koerperpflege
Spülmittel Balsam,hygiene-desinfektion,koerperpflege
Spülmittel Granatapfel,hygiene-desinfektion,koerperpflege
Spülmittel Konzentrat,hygiene-desinfektion,koerperpflege
Spülmittel Lemon,hygiene-desinfektion,koerperpflege
Spülmittel Orange,hygiene-desinfektion,koerperpflege
Spülmittel Zitrone,hygiene-desinfektion,koerperpflege
Spülmittel sensitiv,hygiene-desinfektion,koerperpflege
Teebaumöl,koerperpflege-creme,koerperpflege
Teflonband,hygiene-desinfektion,koerperpflege
Tensidmischung,hygiene-desinfektion,koerperpflege
Teppichshampoo,hygiene-desinfektion,koerperpflege
Textilerfrischer,hygiene-desinfektion,koerperpflege
Tigersalbe,koerperpflege-creme,koerperpflege
Topfreiniger,hygiene-desinfektion,koerperpflege
Topfschwämme,hygiene-desinfektion,koerperpflege
Vollwaschmittel,hygiene-desinfektion,koerperpflege
Vollwaschmittel sensitiv parfümfrei,hygiene-desinfektion,koerperpflege
WC-Duftspüler,hygiene-desinfektion,koerperpflege
WC-Reiniger,hygiene-desinfektion,koerperpflege
WC-Reiniger Chlor,hygiene-desinfektion,koerperpflege
WC-Reiniger Tabs,hygiene-desinfektion,koerperpflege
Waschbenzin,hygiene-desinfektion,koerperpflege
Waschmittel,hygiene-desinfektion,koerperpflege
Waschmittel Color Caps,hygiene-desinfektion,koerperpflege
Waschmittel Pods,hygiene-desinfektion,koerperpflege
Waschmittel Pods color,hygiene-desinfektion,koerperpflege
Waschmittel color,hygiene-desinfektion,koerperpflege
Waschmittel flüssig,hygiene-desinfektion,koerperpflege
Waschmittel flüssig color,hygiene-desinfektion,koerperpflege
Waschmittel universal,hygiene-desinfektion,koerperpflege
Windelhose,papierhygiene,koerperpflege
Windelhose Größe 4,papierhygiene,koerperpflege
Windeln,papierhygiene,koerperpflege
Windeln Größe 3,papierhygiene,koerperpflege
Windeln Größe 4,papierhygiene,koerperpflege
Windeln Größe 5,papierhygiene,koerperpflege
Windeln Größe 6,papierhygiene,koerperpflege
Windeln Pants,papierhygiene,koerperpflege
Windeln sensitiv,papierhygiene,koerperpflege
Wäschepflegetücher Aktiv-Weiß,hygiene-desinfektion,koerperpflege
Wäschepflegetücher Anti-Verfärbung,hygiene-desinfektion,koerperpflege
Ätherisches Öl Lemongras,duft,koerperpflege
Batterie Mono LR20,batterien-elektronik,haushalt
Batterie-Adapter AA,batterien-elektronik,haushalt
Batterien,batterien-elektronik,haushalt
Batterien AA,aa-batterien,haushalt
Batterien AA Alkaline,aa-batterien,haushalt
Batterien AAA,aaa-batterien,haushalt
Batterien AAA Alkaline,aaa-batterien,haushalt
Batterien Alkaline,batterien-elektronik,haushalt
Batterien D,batterien-elektronik,haushalt
Bauchtrainer,spielzeug-spiele,haushalt
Baueimer,kuechenhelfer-aufbewahrung,haushalt
Beamer,batterien-elektronik,haushalt
Befestigungsklammer,schreibwaren,haushalt
Bengalische Fackeln,feuerwerk,haushalt
Benzinkanister,kuechenhelfer-aufbewahrung,haushalt
Bettdecke Daunen,bettwaesche,haushalt
Bettdecken-Set,bettwaesche,haushalt
Bettwäsche,bettwaesche,haushalt
Beutelverschlussklammern,kuechenhelfer-aufbewahrung,haushalt
Bewässerungscomputer,garten-pflanzen,haushalt
Bierglas,kuechenhelfer-aufbewahrung,haushalt
Bierhefe,nahrungsergaenzungsmittel,haushalt
Bildschirmreiniger,reinigungsmittel,haushalt
Bindedraht,garten-pflanzen,haushalt
Bioethanol,reinigungsmittel,haushalt
Birnenmelone Pflanze,garten-pflanzen,haushalt
Bleichmittel,fleckenentferner,haushalt
Bleichmittel Sauerstoff,fleckenentferner,haushalt
Bleigießen,spielzeug-spiele,haushalt
Bleistift,kugelschreiber,haushalt
Bluetooth-Kopfhörer In-Ear,kopfhoerer,haushalt
Bluetooth-Tracker,batterien-elektronik,haushalt
Blumendünger,garten-pflanzen,haushalt
Blumenerde,blumenerde,haushalt
Blumenerde Grünpflanzen,blumenerde,haushalt
Blumensamen,garten-pflanzen,haushalt
Blumensamen Bienen,garten-pflanzen,haushalt
Blumenstrauß,rosen,haushalt
Blumentopf,garten-pflanzen,haushalt
Blumentopfuntersetzer,blumentopfuntersetzer,haushalt
Blumenzwiebeln Narzissen,garten-pflanzen,haushalt
Blutdruckmessgerät,gesundheit-apotheke,haushalt
Bodenpflege Laminat,reinigungsmittel,haushalt
Bodenreiniger,reinigungsmittel,haushalt
Bodenreiniger Laminat Parkett,reinigungsmittel,haushalt
Bodentücher Parkett,reinigungsmittel,haushalt
Bodentücher feucht,reinigungsmittel,haushalt
Bodenwischtücher,reinigungsmittel,haushalt
Bodenwischtücher feucht,reinigungsmittel,haushalt
Bohnensamen,garten-pflanzen,haushalt
Bohrmaschinenpumpe,batterien-elektronik,haushalt
Boxershorts,slip,haushalt
Boxershorts Baumwolle,slip,haushalt
Boxershorts Microfaser,slip,haushalt
Bratbeutel,gefrierbeutel,haushalt
Bratpfanne,kuechenhelfer-aufbewahrung,haushalt
Bratschlauch,gefrierbeutel,haushalt
Brauseschlauch,garten-pflanzen,haushalt
Bremsbeläge Fahrrad,batterien-elektronik,haushalt
Bremsenschutz Pferd,bremsenschutz,haushalt
Brennspiritus,reinigungsmittel,haushalt
Brettspiel,brettspiel,haushalt
Brettspiel Kinder,brettspiel,haushalt
Briefklammern,heftklammern,haushalt
Briefumschläge,schreibwaren,haushalt
Brillenputztuch,koerperpflege,haushalt
Brillenputztücher,koerperpflege,haushalt
Buch,buch,haushalt
Buch Allgemeinwissen,fachbuch,haushalt
Buch Roman,buch,haushalt
Buch Sachbuch,fachbuch,haushalt
Buchstaben-Steckspiel,spielzeug-spiele,haushalt
Budesonid,nahrungsergaenzungsmittel,haushalt
Buntstifte,kugelschreiber,haushalt
Buntstifte jumbo,kugelschreiber,haushalt
Butterbrotpapier,backpapier,haushalt
Butterbrottüten,kuechenhelfer-aufbewahrung,haushalt
Bügelperlen,spielzeug-spiele,haushalt
3D-Brille,batterien-elektronik,haushalt
Abdeckhauben,kuechenhelfer-aufbewahrung,haushalt
Abflussreiniger,rohrreiniger,haushalt
Adapterstecker,batterien-elektronik,haushalt
Adventskalender,spielzeug-spiele,haushalt
Adventskalender Werkzeug,spielzeug-spiele,haushalt
Akku,batterien-elektronik,haushalt
Akku Li-Ion,batterien-elektronik,haushalt
Akku Telefon,batterien-elektronik,haushalt
Akku-Gartenschere,garten-pflanzen,haushalt
Akku-Kompressor,batterien-elektronik,haushalt
Akkuladegerät Kamera,batterien-elektronik,haushalt
Akkus AAA,aaa-batterien,haushalt
Aktenkoffer,schreibwaren,haushalt
Aktenordner,schreibwaren,haushalt
Aktenordner A4,schreibwaren,haushalt
Aktivkohlefilter Slim,tabakwaren,haushalt
Alleskleber,klebstoff,haushalt
Allesreiniger,allzweckreiniger,haushalt
Allzweckbeutel mit Zipper,gefrierbeutel,haushalt
Allzweckreiniger,allzweckreiniger,haushalt
Allzweckreiniger Konzentrat,allzweckreiniger,haushalt
Allzweckreiniger antibakteriell,allzweckreiniger,haushalt
Allzwecktücher,kuechenhelfer-aufbewahrung,haushalt
Allzwecktücher feucht,feuchttuecher,haushalt
Alufolie,alufolie,haushalt
Ameisenköder,ameisenkoeder,haushalt
Angelspiel,spielzeug-spiele,haushalt
Anti-Schuppen-Shampoo Apfel,koerperpflege,haushalt
Antihistaminikum Tropfen,nahrungsergaenzungsmittel,haushalt
Anzuchterde,blumenerde,haushalt
Anzuchtset,garten-pflanzen,haushalt
Anzuchttopf,garten-pflanzen,haushalt
Anzuchttöpfe,garten-pflanzen,haushalt
Apfelteiler,kuechenhelfer-aufbewahrung,haushalt
Aquarellfarben,schreibwaren,haushalt
Arbeitshandschuhe,einmalhandschuhe,haushalt
Arbeitshose,bekleidung,haushalt
Arbeitsspeicher DDR3,batterien-elektronik,haushalt
Archivbox,aufbewahrungsbox,haushalt
Armaturenfett,reinigungsmittel,haushalt
Astschere,garten-pflanzen,haushalt
Atemschutzmaske FFP2,atemschutzmaske,haushalt
Aufbewahrungsbox,aufbewahrungsbox,haushalt
Aufbewahrungsbox mit Deckel,aufbewahrungsbox,haushalt
Auflaufform Glas,kuechenhelfer-aufbewahrung,haushalt
Aufsteckbürsten elektrisch,zahnbuerste,haushalt
Augentropfen,gesundheit-apotheke,haushalt
Ausstechformen,kuechenhelfer-aufbewahrung,haushalt
Autoduft,lufterfrischer,haushalt
Baby Maniküre-Set,koerperpflege,haushalt
Backform Silikon,kuechenhelfer-aufbewahrung,haushalt
Backofenreiniger,backofenreiniger,haushalt
Backofenspray,backofenreiniger,haushalt
Backpapier,backpapier,haushalt
Backpapier Zuschnitte,backpapier,haushalt
Badeinsel,schwimmhilfe,haushalt
Badewannenstöpsel,kuechenhelfer-aufbewahrung,haushalt
Badreiniger,badreiniger,haushalt
Badreiniger Kalk,badreiniger,haushalt
Badreiniger Spray,badreiniger,haushalt
Badreiniger Zitrone,badreiniger,haushalt
Baduhr Funk,batterien-elektronik,haushalt
Baldrian Dragees,nahrungsergaenzungsmittel,haushalt
Ballongas,spielzeug-spiele,haushalt
Ballpumpe,spielzeug-spiele,haushalt
Bartschneider,koerperpflege,haushalt
Bastelkleber,klebstoff,haushalt
Bastelperlen,spielzeug-spiele,haushalt
Bastelperlen Set,spielzeug-spiele,haushalt
Bastelplüsch,spielzeug-spiele,haushalt
Bastelset Kinder,spielzeug-spiele,haushalt
Batterie,batterien-elektronik,haushalt
Batterie 9V,9v-batterie,haushalt
Batterie AA,aa-batterien,haushalt
Batterie AAA,aaa-batterien,haushalt
Batterie CR123A,knopfzelle,haushalt
Batterie CR2450,knopfzelle,haushalt
Batterie LR14,batterien-elektronik,haushalt
Batterie LR44,knopfzelle,haushalt
Einmalhandschuhe latexfrei,einmalhandschuhe,haushalt
Einplatinencomputer,batterien-elektronik,haushalt
Einsatzkasten Eurobox,aufbewahrungsbox,haushalt
Einwegfeuerzeug,feuerzeuggas,haushalt
Einweghandschuhe,einmalhandschuhe,haushalt
Eisen Vitamin C,nahrungsergaenzungsmittel,haushalt
Eisenpräparat,nahrungsergaenzungsmittel,haushalt
Eiskratzer,kuechenhelfer-aufbewahrung,haushalt
Eismaschine,batterien-elektronik,haushalt
Elektrolytlösung,nahrungsergaenzungsmittel,haushalt
Elektronikreiniger,reinigungsmittel,haushalt
Elektroschrauber,batterien-elektronik,haushalt
Energiesparlampe,batterien-elektronik,haushalt
Enthaarungsstreifen,koerperpflege,haushalt
Entkalker,entkalker,haushalt
Entkalker Tabs,entkalker,haushalt
Entkalker Waschmaschine,waschmaschinenreiniger,haushalt
Entkalkungstabletten,entkalker,haushalt
Enzymkomplex,nahrungsergaenzungsmittel,haushalt
Erdbeerpflanzen,erdbeerpflanzen,haushalt
Erkältungsbalsam,gesundheit-apotheke,haushalt
Erkältungsgetränk,gesundheit-apotheke,haushalt
Erkältungssalbe,gesundheit-apotheke,haushalt
Ersatzbürstenkopf elektrische Kinderzahnbürste,zahnbuerste,haushalt
Espressotassen doppelwandig,kuechenhelfer-aufbewahrung,haushalt
Essigentkalker,entkalker,haushalt
Essigreiniger,essigreiniger,haushalt
Etiketten Edelstahl,schreibwaren,haushalt
Etikettenlöser,reinigungsmittel,haushalt
Experimentierkasten Elektronik,spielzeug-spiele,haushalt
Externe Festplatte,ssd,haushalt
FFP2-Maske,atemschutzmaske,haushalt
Fachbuch,fachbuch,haushalt
Fachbuch Einzelhandel,fachbuch,haushalt
Fahrradreiniger,reinigungsmittel,haushalt
Fangballspiel,spielzeug-spiele,haushalt
Farb- und Schmutzfangtücher,wasch-waeschepflege,haushalt
Farb-Sudoku,spielzeug-spiele,haushalt
Farbfangtücher,wasch-waeschepflege,haushalt
Farbstifte,schreibwaren,haushalt
Federklemmen,schreibwaren,haushalt
Feinschnitttabak,drehtabak,haushalt
Feinwaschmittel,colorwaschmittel,haushalt
Feinwaschmittel Wolle Seide,colorwaschmittel,haushalt
Feinwaschmittel black,colorwaschmittel,haushalt
Feinwaschmittel schwarz,colorwaschmittel,haushalt
Feinwaschmittel weiß,vollwaschmittel,haushalt
Fensterklammer,kuechenhelfer-aufbewahrung,haushalt
Festplatten-Schutzbox,ssd,haushalt
Festplattengehäuse,ssd,haushalt
"Festplattengehäuse 2,5 Zoll USB",ssd,haushalt
Fettentferner,kuechenreiniger,haushalt
Fettlöser,kuechenreiniger,haushalt
Feuchtes Toilettenpapier,feuchttuecher,haushalt
Feuchttücher,feuchttuecher,haushalt
Feuchttücher Allzweck,feuchttuecher,haushalt
Feuchttücher Baby,feuchttuecher,haushalt
Feuchttücher Essig,feuchttuecher,haushalt
Feuerlöschspray,gesundheit-apotheke,haushalt
Feuerwerk,feuerwerk,haushalt
Feuerwerksbatterie,feuerwerk,haushalt
Feuerwerksbatterie Fächer,feuerwerk,haushalt
Feuerzeug,tabakwaren,haushalt
Feuerzeug elektronisch,tabakwaren,haushalt
Feuerzeuggas,feuerzeuggas,haushalt
Fieberthermometer,gesundheit-apotheke,haushalt
Film,buecher-medien,haushalt
Filterhülsen,tabakwaren,haushalt
Filtertüten Größe 4,kaffeefilter,haushalt
Filzstift,textmarker,haushalt
Filzstifte,textmarker,haushalt
Filzwolle,schreibwaren,haushalt
Fineliner,kugelschreiber,haushalt
Fingerfarbe,schreibwaren,haushalt
Fingerhantel,spielzeug-spiele,haushalt
Fischbräter,kuechenhelfer-aufbewahrung,haushalt
Fischfutter Teich,tierbedarf-schaedlinge,haushalt
Fischöl Omega-3,nahrungsergaenzungsmittel,haushalt
Fitnesstuch,bekleidung,haushalt
Flaschenbürste,spuelbuerste,haushalt
Flaschenhalter Fahrrad,kuechenhelfer-aufbewahrung,haushalt
Fleckenentferner,fleckenentferner,haushalt
Fleckenentferner Stifte,fleckenentferner,haushalt
Fleckenentferner bunt,fleckenentferner,haushalt
Fleckenentferner color,fleckenentferner,haushalt
Fleckenentferner oxi,fleckenentferner,haushalt
Fleckenentferner weiß,fleckenentferner,haushalt
Fleckenreiniger,fleckenentferner,haushalt
Fleckensalz,fleckenentferner,haushalt
Fleckensalz flüssig color,fleckenentferner,haushalt
Fleckensalz flüssig weiß,fleckenentferner,haushalt
Fleckenspray,fleckenentferner,haushalt
Fleckentferner,fleckenentferner,haushalt
Fleckentferner Vorwäsche,fleckenentferner,haushalt
Fleckentferner weiß,fleckenentferner,haushalt
Fleecejacke Herren,bekleidung,haushalt
Fleeceshirt,t-shirt,haushalt
Fleischkäse,kuechenhelfer-aufbewahrung,haushalt
Fleischtopf,kuechenhelfer-aufbewahrung,haushalt
Flickzeug Fahrrad,batterien-elektronik,haushalt
Fliegenfänger,tierbedarf-schaedlinge,haushalt
Fliegengitter,fliegengitter,haushalt
Fliegengitter Fenster,fliegengitter,haushalt
Fliegenklatsche elektrisch,tierbedarf-schaedlinge,haushalt
Fliesenreiniger,badreiniger,haushalt
Fluoxetin,paracetamol,haushalt
Flüssigseife,duschgel,haushalt
Flüssigwaschmittel,fluessigwaschmittel,haushalt
Flüssigwaschmittel color,colorwaschmittel,haushalt
Folienballon,folienballon,haushalt
Folienballon Tier,folienballon,haushalt
Folienballon XXL,folienballon,haushalt
Folientunnel,garten-pflanzen,haushalt
Fotokleber,klebstoff,haushalt
Frischhaltedose,aufbewahrungsbox,haushalt
Frischhaltedosen-Set,aufbewahrungsbox,haushalt
Frischhaltefolie,frischhaltefolie,haushalt
Fritteuse,batterien-elektronik,haushalt
Frostschutzmittel,batterien-elektronik,haushalt
Fruchtfliegenfalle,tierbedarf-schaedlinge,haushalt
Frühstücksbeutel,gefrierbeutel,haushalt
Fusselrolle Nachfüller,wasch-waeschepflege,haushalt
Fusselroller,wasch-waeschepflege,haushalt
Fußkappe Rundrohr,kuechenhelfer-aufbewahrung,haushalt
Fußmaske,koerperpflege,haushalt
Fädelspiel,spielzeug-spiele,haushalt
Gallseife,fleckenentferner,haushalt
Gallseife mit Bürste,fleckenentferner,haushalt
Gaming-Maus,batterien-elektronik,haushalt
Gartenbank,garten-pflanzen,haushalt
Gartenbuch,fachbuch,haushalt
Gartenclogs,bekleidung,haushalt
Gartenhandschuhe,garten-pflanzen,haushalt
Gartenlaterne LED,garten-pflanzen,haushalt
Gartenmöbel-Abdeckhauben,garten-pflanzen,haushalt
Gartenschere,garten-pflanzen,haushalt
Gartenschere Bypass,garten-pflanzen,haushalt
Gartentisch,garten-pflanzen,haushalt
Gaslötkolben,batterien-elektronik,haushalt
Gebissreiniger,koerperpflege,haushalt
Geburtstagskerze,kuechenhelfer-aufbewahrung,haushalt
Geflügelschere,kuechenhelfer-aufbewahrung,haushalt
Gefrierbeutel,gefrierbeutel,haushalt
Gefrierbeutel 1L,gefrierbeutel,haushalt
Gefrierbeutel 2L,gefrierbeutel,haushalt
Gefrierbeutel 3L,gefrierbeutel,haushalt
Gefrierbeutel 6L,gefrierbeutel,haushalt
Gefrierbeutel mit Zipper,gefrierbeutel,haushalt
Gel-Einlegesohlen,bekleidung,haushalt
Gelschreiber,kugelschreiber,haushalt
Gelsohle,bekleidung,haushalt
Gelstift,kugelschreiber,haushalt
Gelstifte,kugelschreiber,haushalt
Gemüsepflanze Gurke,garten-pflanzen,haushalt
Gemüsesamen,garten-pflanzen,haushalt
Gemüseschneider,kuechenhelfer-aufbewahrung,haushalt
Geodreieck,schreibwaren,haushalt
Geometriedreieck,schreibwaren,haushalt
Geschenkband,schreibwaren,haushalt
Geschenkpapier,schreibwaren,haushalt
Geschirrabtropfkorb,kuechenhelfer-aufbewahrung,haushalt
Geschirrreiniger,spuelmittel,haushalt
Geschirrspül-Tabs,spuelmaschinentabs,haushalt
Geschirrspüler,batterien-elektronik,haushalt
Geschirrspüler-Tabs,spuelmaschinentabs,haushalt
Geschirrspülgel,spuelmittel,haushalt
Geschirrspülmittel,spuelmittel,haushalt
Geschirrspülmittel Gel,spuelmittel,haushalt
Geschirrspülpulver,geschirrspuelpulver,haushalt
Geschirrspültabs,spuelmaschinentabs,haushalt
Gesellschaftsspiel,brettspiel,haushalt
Gesellschaftsspiel Erweiterung,brettspiel,haushalt
Gesellschaftsspiel Rummy,brettspiel,haushalt
Gesichtscreme Herren,koerperpflege,haushalt
Gesichtscreme sensitiv,koerperpflege,haushalt
Gesichtsöl,koerperpflege,haushalt
Gewebeband,schreibwaren,haushalt
Gewürzstreuer,kuechenhelfer-aufbewahrung,haushalt
Gipskartondübel,kuechenhelfer-aufbewahrung,haushalt
Glasdeckel Topf,kuechenhelfer-aufbewahrung,haushalt
Glaskaraffe,kuechenhelfer-aufbewahrung,haushalt
Glaskeramik-Reiniger,kuechenreiniger,haushalt
Glaskeramikreiniger,kuechenreiniger,haushalt
Glasreiniger,glasreiniger,haushalt
Glasreiniger Nachfüllbeutel,glasreiniger,haushalt
Glasreinigungstücher,glasreiniger,haushalt
Glasschüssel Set,kuechenhelfer-aufbewahrung,haushalt
Glastrinkhalme,kuechenhelfer-aufbewahrung,haushalt
Gleitgel,koerperpflege,haushalt
Gliedermaßstab,schreibwaren,haushalt
Grafikkarte,batterien-elektronik,haushalt
Grillanzünder,grillanzuender,haushalt
Grillbürste,garten-pflanzen,haushalt
Grillkohle,garten-pflanzen,haushalt
Grillkohle Buche,garten-pflanzen,haushalt
Grillpfännchen,kuechenhelfer-aufbewahrung,haushalt
Grillplatte,kuechenhelfer-aufbewahrung,haushalt
Grillzange,kuechenhelfer-aufbewahrung,haushalt
Grünbelagentferner,reinigungsmittel,haushalt
Gugelhupfform,kuechenhelfer-aufbewahrung,haushalt
Gurken-Saatgut,garten-pflanzen,haushalt
Gurkensamen,garten-pflanzen,haushalt
Gusspfanne,kuechenhelfer-aufbewahrung,haushalt
Gutschein,buecher-medien,haushalt
Gürtel,bekleidung,haushalt
Gürtel Flechtoptik,bekleidung,haushalt
Haarkamm,koerperpflege,haushalt
Haarklammer,koerperpflege,haushalt
Haarklammern,koerperpflege,haushalt
Haarspangen,koerperpflege,haushalt
Haarspray,koerperpflege,haushalt
Insektenstichheiler,gesundheit-apotheke,haushalt
Insektizid Gel,tierbedarf-schaedlinge,haushalt
Interdentalbürste,zahnseide,haushalt
Intimwaschgel,duschgel,haushalt
Isolierband,malerkrepp,haushalt
Javelwasser,reinigungsmittel,haushalt
Jeans,jeans,haushalt
Jeans Herren,jeans,haushalt
Jogginghose,bekleidung,haushalt
Jumpsuit,bekleidung,haushalt
Kabelaufwickler,batterien-elektronik,haushalt
Kabelkanal-Halter,batterien-elektronik,haushalt
Kaffeebecher,kuechenhelfer-aufbewahrung,haushalt
Kaffeefilter,kaffeefilter,haushalt
Kaffeefilter 102,kaffeefilter,haushalt
Kaffeefilter 1x4,kaffeefilter,haushalt
Kaffeefilter Größe 2,kaffeefilter,haushalt
Kaffeefilter Größe 4,kaffeefilter,haushalt
